time,point
1577167952.376509, [327,  272,  1964] 
1577167952.4232945, [327,  272,  1960] 
1577167952.4673383, [327,  271,  1936] 
1577167952.5129, [327,  272,  1941] 
1577167952.5603786, [327,  272,  1945] 
1577167952.607511, [327,  271,  1951] 
1577167952.6554556, [328,  272,  1980] 
1577167952.7002544, [327,  272,  1946] 
1577167952.7446651, [327,  272,  1944] 
1577167952.790344, [328,  272,  616] 
1577167952.8353477, [327,  272,  612] 
1577167952.8787909, [327,  272,  611] 
1577167952.9200165, [328,  271,  610] 
1577167952.962178, [324,  182,  576] 
1577167953.0048459, [342,  184,  579] 
1577167953.2650385, [453,  230,  589] 
1577167953.3081856, [85,  367,  2477] 
1577167953.4761913, [328,  272,  856] 
1577167953.5538495, [327,  271,  853] 
1577167953.5948627, [328,  271,  852] 
1577167953.6342027, [327,  272,  1970] 
1577167953.6765862, [328,  272,  1966] 
1577167953.7172391, [327,  271,  1969] 
1577167953.7604198, [328,  272,  1973] 
1577167953.8033345, [327,  271,  1976] 
1577167953.8458283, [327,  271,  1972] 
1577167953.8868499, [327,  271,  1971] 
1577167953.9298415, [327,  271,  1971] 
1577167953.9744055, [327,  271,  1975] 
1577167954.0194824, [327,  270,  1974] 
1577167954.0627494, [327,  271,  1967] 
1577167954.104884, [327,  271,  1967] 
1577167954.147858, [327,  270,  1975] 
1577167954.1908054, [327,  271,  1968] 
1577167954.2347186, [327,  271,  1970] 
1577167954.2814844, [327,  271,  1968] 
1577167954.3245852, [327,  271,  1968] 
1577167954.369259, [326,  271,  1968] 
1577167954.4139512, [327,  271,  1969] 
1577167954.4586802, [327,  271,  1973] 
1577167954.5021439, [327,  271,  1972] 
1577167954.5453918, [328,  271,  1969] 
1577167954.5870535, [327,  271,  1971] 
1577167954.6301882, [327,  271,  1971] 
1577167954.6738703, [327,  271,  1971] 
1577167954.7197373, [327,  271,  1971] 
1577167954.7652588, [328,  272,  1969] 
1577167954.8088298, [327,  271,  1971] 
1577167954.8516402, [324,  271,  1976] 
1577167954.8960624, [322,  271,  1970] 
1577167954.9397058, [321,  271,  1964] 
1577167954.9842818, [325,  271,  1963] 
1577167955.0268254, [327,  271,  1971] 
1577167955.0705652, [329,  271,  1979] 
1577167955.1152768, [327,  270,  1978] 
1577167955.1595197, [326,  271,  1969] 
1577167955.2036576, [327,  271,  1966] 
1577167955.2510283, [330,  271,  1975] 
1577167955.2944636, [330,  271,  1976] 
1577167955.3416705, [328,  271,  1979] 
1577167955.3862667, [326,  271,  1971] 
1577167955.4293406, [326,  271,  1966] 
1577167955.4729598, [327,  271,  1963] 
1577167955.5204504, [328,  271,  1968] 
1577167955.5677557, [328,  271,  1969] 
1577167955.6148229, [327,  271,  1966] 
1577167955.6614265, [327,  271,  1965] 
1577167955.707662, [327,  271,  1968] 
1577167955.7544024, [328,  271,  1966] 
1577167955.8010032, [328,  271,  1970] 
1577167955.846036, [328,  271,  1976] 
1577167955.890794, [327,  272,  1970] 
1577167955.936457, [326,  271,  1970] 
1577167955.982869, [328,  271,  1974] 
1577167956.029068, [328,  271,  1975] 
1577167956.0761337, [328,  271,  1975] 
1577167956.1223056, [328,  272,  1971] 
1577167956.1697524, [328,  272,  1968] 
1577167956.2147021, [327,  272,  1962] 
1577167956.261406, [328,  271,  1987] 
1577167956.3087046, [328,  271,  1962] 
1577167956.3554938, [327,  271,  1969] 
1577167956.4001138, [327,  271,  1976] 
1577167956.4487698, [327,  272,  1968] 
1577167956.4938946, [327,  272,  1970] 
1577167956.5402591, [328,  271,  1976] 
1577167956.5849454, [328,  271,  1983] 
1577167956.630633, [328,  271,  1982] 
1577167956.6762495, [328,  271,  1981] 
1577167956.722367, [328,  271,  1988] 
1577167956.7687278, [328,  271,  1982] 
1577167956.814285, [327,  272,  1975] 
1577167956.8595452, [328,  271,  1977] 
1577167956.905341, [327,  271,  1974] 
1577167956.950895, [327,  272,  1970] 
1577167956.9967816, [327,  271,  1970] 
1577167957.0426872, [328,  271,  1976] 
1577167957.0884004, [328,  271,  1974] 
1577167957.134827, [328,  271,  1977] 
1577167957.1820862, [327,  271,  1968] 
1577167957.2324183, [328,  271,  1967] 
1577167957.278745, [327,  271,  1970] 
1577167957.3246307, [328,  271,  1972] 
1577167957.3702235, [327,  271,  1973] 
1577167957.416978, [328,  271,  1974] 
1577167957.465535, [328,  271,  1975] 
1577167957.511708, [328,  271,  1975] 
1577167957.5602417, [328,  271,  1979] 
1577167957.6066997, [327,  271,  1975] 
1577167957.6545644, [327,  271,  1976] 
1577167957.6986656, [328,  271,  1976] 
1577167957.7437804, [328,  271,  1976] 
1577167957.7918942, [328,  271,  1972] 
1577167957.8380013, [328,  272,  1970] 
1577167957.885089, [328,  271,  1973] 
1577167957.9312437, [328,  271,  1972] 
1577167957.9760082, [328,  271,  1968] 
1577167958.0218678, [328,  271,  1970] 
1577167958.0682015, [328,  271,  1976] 
1577167958.1148186, [328,  271,  1979] 
1577167958.161323, [328,  271,  1983] 
1577167958.2089663, [327,  271,  1976] 
1577167958.2571874, [328,  271,  1974] 
1577167958.3037734, [328,  271,  1976] 
1577167958.349668, [328,  271,  1971] 
1577167958.3954878, [328,  271,  1972] 
1577167958.4416025, [327,  271,  1969] 
1577167958.5002599, [328,  271,  1976] 
1577167958.5447652, [328,  272,  1970] 
1577167958.5902205, [328,  271,  1976] 
1577167958.6356876, [328,  271,  1971] 
1577167958.6806023, [327,  271,  1968] 
1577167958.7272077, [328,  271,  1969] 
1577167958.7744, [328,  271,  1969] 
1577167958.8223743, [328,  271,  1971] 
1577167958.8661213, [328,  271,  1967] 
1577167958.9121578, [327,  271,  1967] 
1577167958.9603434, [328,  271,  1975] 
1577167959.008796, [328,  271,  1976] 
1577167959.056195, [328,  272,  1964] 
1577167959.103782, [328,  271,  1970] 
1577167959.1494396, [328,  271,  1967] 
1577167959.1945305, [328,  271,  1967] 
1577167959.240847, [328,  271,  1994] 
1577167959.2879436, [327,  271,  1964] 
1577167959.3336785, [328,  271,  1964] 
1577167959.3794327, [328,  271,  1970] 
1577167959.4247315, [328,  271,  1975] 
1577167959.4711902, [328,  271,  1970] 
1577167959.5161345, [327,  271,  1968] 
1577167959.5617597, [328,  271,  1969] 
1577167959.6068332, [328,  271,  1974] 
1577167959.6510892, [328,  271,  1974] 
1577167959.6995072, [328,  271,  1977] 
1577167959.7458467, [328,  272,  1969] 
1577167959.7918234, [328,  271,  1975] 
1577167959.8378177, [328,  271,  1977] 
1577167959.8836436, [328,  271,  1973] 
1577167959.92837, [328,  271,  1965] 
1577167959.9746144, [328,  271,  1972] 
1577167960.0237093, [328,  271,  1968] 
1577167960.0705605, [327,  271,  1968] 
1577167960.1149507, [328,  271,  1974] 
1577167960.160647, [328,  271,  1975] 
1577167960.2076313, [328,  271,  1977] 
1577167960.2532384, [328,  271,  1971] 
1577167960.3026693, [328,  271,  1970] 
1577167960.3479862, [328,  271,  1968] 
1577167960.3948083, [328,  272,  1963] 
1577167960.4393167, [328,  271,  1971] 
1577167960.4846694, [328,  272,  1972] 
1577167960.530149, [328,  271,  1976] 
1577167960.5770423, [328,  271,  1972] 
1577167960.6233094, [328,  271,  1969] 
1577167960.6696353, [328,  271,  1974] 
1577167960.7162538, [328,  271,  1971] 
1577167960.7630482, [328,  271,  1965] 
1577167960.8087387, [328,  271,  1967] 
1577167960.8527915, [328,  271,  1970] 
1577167960.8979719, [328,  271,  1968] 
1577167960.9437635, [327,  271,  1967] 
1577167960.9900131, [329,  272,  1968] 
1577167961.0365014, [328,  272,  1961] 
1577167961.0823815, [328,  271,  1967] 
1577167961.1312873, [328,  271,  1965] 
1577167961.1789565, [328,  272,  1957] 
1577167961.2259045, [328,  271,  1966] 
1577167961.2729313, [328,  271,  1969] 
1577167961.3220055, [328,  271,  1970] 
1577167961.3681328, [328,  271,  1966] 
1577167961.4143162, [328,  271,  1970] 
1577167961.4590502, [328,  271,  1970] 
1577167961.504404, [328,  271,  1971] 
1577167961.5496707, [328,  271,  1971] 
1577167961.5987074, [328,  271,  1966] 
1577167961.6451375, [328,  271,  1971] 
1577167961.690437, [328,  272,  1965] 
1577167961.736238, [328,  271,  1975] 
1577167961.7821004, [328,  271,  1973] 
1577167961.8267128, [328,  271,  1966] 
1577167961.8729584, [328,  271,  1968] 
1577167961.9173462, [328,  271,  1973] 
1577167961.9671674, [328,  272,  1966] 
1577167962.013245, [328,  271,  1966] 
1577167962.059157, [329,  271,  1973] 
1577167962.1062205, [328,  271,  1963] 
1577167962.1533751, [328,  272,  1961] 
1577167962.1978185, [328,  271,  1961] 
1577167962.243809, [328,  272,  1956] 
1577167962.2899268, [328,  272,  1958] 
1577167962.3371923, [327,  272,  1963] 
1577167962.3843563, [328,  272,  1964] 
1577167962.4306931, [328,  271,  1963] 
1577167962.4776878, [328,  272,  1966] 
1577167962.5219882, [328,  271,  1971] 
1577167962.5694032, [327,  271,  1973] 
1577167962.6150906, [328,  271,  1972] 
1577167962.6611927, [328,  271,  1966] 
1577167962.7062588, [328,  271,  1967] 
1577167962.752695, [328,  271,  1971] 
1577167962.7976964, [328,  272,  1970] 
1577167962.843775, [328,  271,  1965] 
1577167962.889729, [328,  272,  1970] 
1577167962.9360704, [328,  271,  1978] 
1577167962.981538, [328,  271,  1972] 
1577167963.0320306, [328,  272,  1962] 
1577167963.0780609, [328,  271,  1969] 
1577167963.1273932, [328,  272,  1963] 
1577167963.1729927, [328,  272,  1967] 
1577167963.2187326, [328,  271,  1971] 
1577167963.2648559, [328,  271,  1968] 
1577167963.3139925, [328,  272,  1962] 
1577167963.3605943, [328,  271,  1963] 
1577167963.4077754, [328,  271,  1983] 
1577167963.4540749, [328,  271,  1960] 
1577167963.5000288, [328,  271,  1958] 
1577167963.54603, [327,  272,  1962] 
1577167963.591852, [328,  272,  1965] 
1577167963.6391103, [329,  271,  1974] 
1577167963.6858242, [328,  272,  1966] 
1577167963.733077, [328,  272,  1965] 
1577167963.779871, [328,  271,  1966] 
1577167963.8264568, [328,  272,  1983] 
1577167963.8737547, [329,  272,  1980] 
1577167963.9191482, [328,  271,  1972] 
1577167963.965945, [328,  271,  1975] 
1577167964.0143056, [328,  271,  1975] 
1577167964.0580227, [328,  272,  1970] 
1577167964.1067772, [328,  271,  1968] 
1577167964.153706, [328,  272,  1968] 
1577167964.2006981, [328,  272,  1970] 
1577167964.244931, [328,  271,  1977] 
1577167964.2905984, [328,  272,  1968] 
1577167964.3368664, [328,  271,  1970] 
1577167964.3820722, [328,  272,  1969] 
1577167964.4273198, [328,  271,  1969] 
